,eurogrid_0250_1,pred
0,1kmN3032E5026_11,0.01116982102394104
1,1kmN3032E5026_12,0.01116982102394104
2,1kmN3032E5026_13,0.01116982102394104
3,1kmN3032E5026_14,0.01116982102394104
4,1kmN3032E5026_21,0.01116982102394104
5,1kmN3032E5026_31,0.01116982102394104
6,1kmN3032E5026_34,0.01116982102394104
7,1kmN3032E5027_13,0.01116982102394104
8,1kmN3032E5027_14,0.01116982102394104
9,1kmN3032E5027_31,0.01116982102394104
10,1kmN3032E5027_33,0.01116982102394104
11,1kmN3032E5027_34,0.01116982102394104
12,1kmN3032E5027_41,0.01116982102394104
13,1kmN3032E5027_42,0.01116982102394104
14,1kmN3032E5027_43,0.01116982102394104
15,1kmN3032E5027_44,0.01116982102394104
16,1kmN3032E5032_11,0.01116982102394104
17,1kmN3032E5032_12,0.01116982102394104
18,1kmN3032E5032_13,0.01116982102394104
19,1kmN3032E5032_14,0.01116982102394104
20,1kmN3032E5032_21,0.01116982102394104
21,1kmN3032E5032_41,0.01116982102394104
22,1kmN3032E5032_44,0.01116982102394104
23,1kmN3032E5033_44,0.01116982102394104
24,1kmN3033E5025_11,0.01116982102394104
25,1kmN3033E5025_12,0.01116982102394104
26,1kmN3033E5025_13,0.01116982102394104
27,1kmN3033E5025_14,0.01116982102394104
28,1kmN3033E5025_41,0.01116982102394104
29,1kmN3033E5025_42,0.01116982102394104
30,1kmN3033E5025_43,0.01116982102394104
31,1kmN3033E5025_44,0.01116982102394104
32,1kmN3033E5026_11,0.01116982102394104
33,1kmN3033E5026_12,0.01116982102394104
34,1kmN3033E5026_13,0.01116982102394104
35,1kmN3033E5026_14,0.01116982102394104
36,1kmN3033E5026_21,0.01116982102394104
37,1kmN3033E5026_22,0.23994645476341248
38,1kmN3033E5026_23,0.23994645476341248
39,1kmN3033E5026_24,0.01116982102394104
40,1kmN3033E5026_31,0.01116982102394104
41,1kmN3033E5026_41,0.01116982102394104
42,1kmN3033E5026_42,0.01116982102394104
43,1kmN3033E5026_43,0.01116982102394104
44,1kmN3033E5026_44,0.01116982102394104
45,1kmN3033E5027_12,0.01116982102394104
46,1kmN3033E5027_21,0.15662220120429993
47,1kmN3033E5027_22,0.01116982102394104
48,1kmN3033E5027_23,0.01116982102394104
49,1kmN3033E5027_24,0.15662220120429993
50,1kmN3033E5027_31,0.01116982102394104
51,1kmN3033E5027_32,0.01116982102394104
52,1kmN3033E5027_33,0.01116982102394104
53,1kmN3033E5027_34,0.01116982102394104
54,1kmN3033E5027_42,0.01116982102394104
55,1kmN3033E5027_43,0.01116982102394104
56,1kmN3033E5028_11,0.01116982102394104
57,1kmN3033E5028_12,0.01116982102394104
58,1kmN3033E5028_13,0.01116982102394104
59,1kmN3033E5028_14,0.12655624747276306
60,1kmN3033E5028_21,0.01116982102394104
61,1kmN3033E5028_24,0.01116982102394104
62,1kmN3033E5028_31,0.01116982102394104
63,1kmN3033E5028_33,0.01116982102394104
64,1kmN3033E5028_34,0.01116982102394104
65,1kmN3033E5028_42,0.04142269492149353
66,1kmN3033E5028_43,0.01116982102394104
67,1kmN3033E5029_11,0.01116982102394104
68,1kmN3033E5029_12,0.01116982102394104
69,1kmN3033E5029_13,0.2581593990325928
70,1kmN3033E5029_14,0.25208020210266113
71,1kmN3033E5029_21,0.01116982102394104
72,1kmN3033E5029_24,0.2581593990325928
73,1kmN3033E5029_34,0.01116982102394104
74,1kmN3033E5029_41,0.01116982102394104
75,1kmN3033E5029_42,0.2581593990325928
76,1kmN3033E5029_43,0.01116982102394104
77,1kmN3033E5029_44,0.01116982102394104
78,1kmN3033E5030_12,0.01116982102394104
79,1kmN3033E5030_21,0.01116982102394104
80,1kmN3033E5030_34,0.01116982102394104
81,1kmN3033E5030_43,0.01116982102394104
82,1kmN3033E5030_44,0.01116982102394104
83,1kmN3033E5031_11,0.01116982102394104
